id	site	country	latitude	longitude	coord_source	period	fauna_source	taxon	occurrence	geometry
21	Azraq, Ain al-Assad	Jordan	31.807	36.805	Copeland 1988	Early Neolithic	Turnbull pers. comm.	Ovicaprid	1	c(248348.976732687, -15169.6388516743)
21	Azraq, Ain al-Assad	Jordan	31.807	36.805	Copeland 1988	Bronze Age	Turnbull pers. comm.	Ovicaprid	1	c(248348.976732687, -15169.6388516743)
48	Djeitun	Soviet Union	38.3	58.4	Harris 1997	Late Neolithic	Shevchenko 1960	Ovicaprid	1	c(2131095.39278368, 897086.099077295)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Early Neolithic	Meadow 1984	Ovicaprid	1	c(3202899.28978515, 156600.753668087)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Late Neolithic	Meadow 1984	Ovicaprid	1	c(3202899.28978515, 156600.753668087)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Bronze Age	Meadow 1984	Ovicaprid	1	c(3202899.28978515, 156600.753668087)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Epipalaeolithic	Ducos 1968; Noy, Legge & Higgs 1973	Ovicaprid	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Protoneolithic	Ducos 1968; Noy, Legge & Higgs 1973	Ovicaprid	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Early Neolithic	Ducos 1968; Noy, Legge & Higgs 1973	Ovicaprid	1	c(76853.2323693437, 88614.9073553353)
192	Yahya Tepe	Iran	28.583	56.35	Pleiades	Late Neolithic	Meadow pers. comm.	Ovicaprid	1	c(2157201.83800856, -198059.537384878)
192	Yahya Tepe	Iran	28.583	56.35	Pleiades	Bronze Age	Meadow pers. comm.	Ovicaprid	1	c(2157201.83800856, -198059.537384878)
192	Yahya Tepe	Iran	28.583	56.35	Pleiades	Iron Age	Meadow pers. comm.	Ovicaprid	1	c(2157201.83800856, -198059.537384878)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Protoneolithic	Moore, Hillman & Legge 1975	Ovicaprid	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Early Neolithic	Moore, Hillman & Legge 1975	Ovicaprid	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Late Neolithic	Moore, Hillman & Legge 1975	Ovicaprid	1	c(394692.703588336, 435521.440033392)
4	Abu Salim	Israel	30.53	34.52	CONTEXT	Protoneolithic	Butler et al. 1977; Dabis et al. 1982	Ovicaprid	1	c(27846.5390599142, -153271.49530276)
9	Ali Kosh	Iran	32.56	47.32	CONTEXT	Early Neolithic	Hole, Flannery & Neely 1969	Ovicaprid	1	c(1235094.18024837, 114527.236575312)
18	Asiab	Iran	34.3	47.19	CONTEXT	Protoneolithic	Bökönyi 1977	Ovicaprid	1	c(1204129.0116148, 305366.951274242)
19	Aşıklı Hüyük	Turkey	38.35	34.23	CONTEXT	Early Neolithic	Payne 1985	Ovicaprid	1	c(26829.7353281366, 714932.07074722)
24	Banahilk	Iraq	36.65	44.54	CONTEXT	Late Neolithic	Laffer 1983	Ovicaprid	1	c(942546.177046621, 544791.112650168)
25	Bastam	Iran	38.891	44.894	Pleiades	Iron Age	Krauss 1975	Ovicaprid	1	c(955499.591976215, 795427.891674279)
34	Bouqras	Syria	35.03	40.39	CONTEXT	Early Neolithic	Hooijer 1966; Clason 1977, 1981	Ovicaprid	1	c(577154.912204992, 346371.362213395)
35	Can Hasan III	Turkey	37.25	33.37	CONTEXT	Early Neolithic	Payne 1972; Payne pers. comm.	Ovicaprid	1	c(-53258.4797460996, 595449.035460353)
37	Çatal Hüyük	Turkey	37.668	32.828	Pleiades	Early Neolithic	Perkins 1969	Ovicaprid	1	c(-99252.4381309696, 643861.280826802)
38	Çayönü Tepesi	Turkey	38.218	39.727	Pleiades	Early Neolithic	Lawrence 1980, 1982; Meadow 1986	Ovicaprid	1	c(508477.312768298, 698485.66909826)
42	Dehsavar	Iran	34.313	47.131	Motarjem pers. comm.	Late Neolithic	Bökönyi 1977	Ovicaprid	1	c(1198585.30749944, 306273.896420686)
44	Demirci Hüyük	Turkey	39.87	30.36	CONTEXT	Bronze Age	Rauh 1981	Ovicaprid	1	c(-299886.313943121, 900720.52145837)
50	Douara Cave	Syria	34.65	38.45	Schyle & Uerpmann 1996	Middle Palaeolithic	Payne 1983; Takai 1974	Ovicaprid	1	c(400680.920419774, 300597.231904939)
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Middle Palaeolithic	Uerpmann 1987	Ovicaprid	1	c(1786629.23937371, -116963.308952731)
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Upper Palaeolithic	Uerpmann 1987	Ovicaprid	1	c(1786629.23937371, -116963.308952731)
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Epipalaeolithic	Uerpmann 1987	Ovicaprid	1	c(1786629.23937371, -116963.308952731)
59	Farukhabad	Iran	32.583	47.233	Wright 1981	Late Neolithic	Redding 1982	Ovicaprid	1	c(1226710.87324286, 116262.413772556)
59	Farukhabad	Iran	32.583	47.233	Wright 1981	Bronze Age	Redding 1982	Ovicaprid	1	c(1226710.87324286, 116262.413772556)
62	Ganj-e Dare	Iran	34.42	47.57	CONTEXT	Early Neolithic	Hesse 1978, 1982	Ovicaprid	1	c(1237579.87339618, 322079.649616256)
70	Girikihaciyan	Turkey	38.233	39.967	Watson 1990	Late Neolithic	Mcardle 1974	Ovicaprid	1	c(529478.95102614, 700674.292793567)
72	Guran, Tepe	Iran	33.73	47.07	CONTEXT	Early Neolithic	Flannery pers. comm.	Ovicaprid	1	c(1199224.29801424, 241386.873798038)
76	Hajji Firuz	Iran	37.04	45.54	CONTEXT	Late Neolithic	Meadow 1983	Ovicaprid	1	c(1028213.28474937, 594761.418627756)
78	Hassek Hüyük	Turkey	37.698	39.009	vici:42297	Bronze Age	Boessneck & von den Driesch 1981	Ovicaprid	1	c(446462.646661252, 639440.624396683)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Early Neolithic	Buitenhuis pers. comm.; Clason 1985	Ovicaprid	1	c(389054.083250308, 623682.003704047)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Late Neolithic	Buitenhuis pers. comm.; Clason 1985	Ovicaprid	1	c(389054.083250308, 623682.003704047)
83	Hesbon	Jordan	31.75	35.75	Kopp & Röllig 1994	Iron Age	Weiler 1981; Boessneck & von den Driesch 1977, 1978	Ovicaprid	1	c(148269.173084659, -20430.2305081719)
89	Jarmo	Iraq	35.56	44.92	CONTEXT	Early Neolithic	Stampfli 1983	Ovicaprid	1	c(985519.493635671, 426680.235011012)
90	Jericho	Israel	31.86	35.47	CONTEXT	Protoneolithic	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Early Neolithic	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Late Neolithic	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Bronze Age	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Iron Age	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Hellenistic	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Roman	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Byzantine	Clutton-Brock 1979; Nobis 1968	Ovicaprid	1	c(121946.844248254, -7767.03694464226)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Lower Palaeolithic	Uerpmann 1987	Ovicaprid	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Middle Palaeolithic	Uerpmann 1987	Ovicaprid	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Upper Palaeolithic	Uerpmann 1987	Ovicaprid	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Epipalaeolithic	Uerpmann 1987	Ovicaprid	1	c(-301204.731019632, 595673.119184418)
93	Karataş-Semayük	Turkey	38.917	39	Schyle 1992	Bronze Age	Hesse & Perkins 1974	Ovicaprid	1	c(443449.029587262, 774948.358547301)
94	Karim Shahir	Iraq	35.564	44.957	Braidwood et al. 1983	Protoneolithic	Stampfli 1983	Ovicaprid	1	c(988830.306470392, 427374.958944862)
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Middle Palaeolithic	Hole & Flannery 1967	Ovicaprid	1	c(1319980.17599268, 227313.794258659)
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Upper Palaeolithic	Hole & Flannery 1967	Ovicaprid	1	c(1319980.17599268, 227313.794258659)
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Epipalaeolithic	Hole & Flannery 1967	Ovicaprid	1	c(1319980.17599268, 227313.794258659)
101	Kordlar Tepe	Iran	37.5	45	Kopp & Röllig 1994	Iron Age	Wolff 1976	Ovicaprid	1	c(976420.446482186, 641925.665725138)
197	Korucutepe	Turkey	38.637	39.537	Pleiades	Bronze Age	Boessneck & von den Driesch 1975	Ovicaprid	1	c(490804.763325585, 744691.988449277)
198	Körtepe	Turkey	38.667	39.333	Kopp & Röllig 1994	Late Neolithic	von den Driesch 1976	Ovicaprid	1	c(472943.539663482, 747660.261413171)
106	M'lefaat	Iraq	36.31	43.54	CONTEXT	Protoneolithic	Turnbull 1983	Ovicaprid	1	c(855617.352202282, 501195.829994454)
107	Mdamagh	Jordan	30.333	35.45	Schyle 1992	Epipalaeolithic	Perkins 1966; Uerpmann 1987	Ovicaprid	1	c(116856.276840709, -177254.755901992)
108	Malyan	Iran	29.99	52.52	CONTEXT	Bronze Age	Zeder 1984, 1986	Ovicaprid	1	c(1762544.89068789, -106811.593577871)
108	Malyan	Iran	29.99	52.52	CONTEXT	Iron Age	Zeder 1984, 1986	Ovicaprid	1	c(1762544.89068789, -106811.593577871)
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Ducos 1968	Ovicaprid	1	c(126091.239650483, 63173.5517499667)
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Ovicaprid	1	c(126091.239650483, 63173.5517499667)
116	Mureybit	Syria	36.083	38.083	CONTEXT	Protoneolithic	Ducos 1978	Ovicaprid	1	c(365893.894936156, 459232.117894372)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Late Neolithic	Boessneck & von den Driesch 1976	Ovicaprid	1	c(485002.344380646, 742565.286782645)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Bronze Age	Boessneck & von den Driesch 1976	Ovicaprid	1	c(485002.344380646, 742565.286782645)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Iron Age	Boessneck & von den Driesch 1976	Ovicaprid	1	c(485002.344380646, 742565.286782645)
126	Nush-i Jan	Iran	34.38	48.639	Pleiades	Iron Age	Bökönyi 1978	Ovicaprid	1	c(1335754.42055158, 328136.07802713)
127	Pa Sangar	Iran	33.485	48.341	Hole & Flannery 1967	Epipalaeolithic	Hole & Flannery 1967; Uerpmann 1987	Ovicaprid	1	c(1319325.74261956, 226461.236728286)
128	Palegawra	Iraq	35.64	45.11	CONTEXT	Epipalaeolithic	Turnbull & Reed 1974; Uerpmann 1987	Ovicaprid	1	c(1002009.15375219, 436836.320813888)
128	Palegawra	Iraq	35.64	45.11	CONTEXT	Early Neolithic	Turnbull & Reed 1974; Uerpmann 1987	Ovicaprid	1	c(1002009.15375219, 436836.320813888)
131	Pulur Hüyük	Turkey	38	38	Kopp & Röllig 1994	Late Neolithic	Deniz 1975	Ovicaprid	1	c(357170.13433875, 671978.687322843)
131	Pulur Hüyük	Turkey	38	38	Kopp & Röllig 1994	Bronze Age	Deniz 1975	Ovicaprid	1	c(357170.13433875, 671978.687322843)
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Epipalaeolithic	Turnbull in press	Ovicaprid	1	c(119386.201792239, -212428.32751184)
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Late Neolithic	Turnbull in press	Ovicaprid	1	c(119386.201792239, -212428.32751184)
144	Rosh Horesha	Israel	30.5	34.58	CONTEXT	Protoneolithic	Butler, Tchernov, Hietala & Davis 1977	Ovicaprid	1	c(33523.5060983803, -156763.476705388)
148	Sarab	Iran	34.38	47.09	CONTEXT	Early Neolithic	Bökönyi 1977, 1978	Ovicaprid	1	c(1194113.43937599, 313303.636998439)
153	Shanidar	Iraq	36.8	44.22	CONTEXT	Middle Palaeolithic	Perkins 1964; Evins 1981; Uerpmann 1987	Ovicaprid	1	c(912859.998042341, 559407.444888798)
153	Shanidar	Iraq	36.8	44.22	CONTEXT	Upper Palaeolithic	Perkins 1964; Evins 1981; Uerpmann 1987	Ovicaprid	1	c(912859.998042341, 559407.444888798)
153	Shanidar	Iraq	36.8	44.22	CONTEXT	Epipalaeolithic	Perkins 1964; Evins 1981; Uerpmann 1987	Ovicaprid	1	c(912859.998042341, 559407.444888798)
154	Sheikh Hamad	Syria	35.5	40.667	Kopp & Röllig 1994	Iron Age	Uerpmann 1987	Ovicaprid	1	c(600692.929713806, 399269.09714018)
156	Siahbid	Iran	34.25	47	Kopp & Röllig 1994	Late Neolithic	Bökönyi 1977	Ovicaprid	1	c(1187255.25678295, 298159.906137472)
157	Sialk	Iran	34	54	Kopp & Röllig 1994	Late Neolithic	Vaufrey 1939; Uerpmann 1987	Ovicaprid	1	c(1830795.37850637, 354674.400591425)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Early Neolithic	Clason 1980	Ovicaprid	1	c(379564.418516441, 440923.68081015)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Protoneolithic	Clason 1980	Ovicaprid	1	c(379564.418516441, 440923.68081015)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Late Neolithic	Clason 1980	Ovicaprid	1	c(379564.418516441, 440923.68081015)
164	Suberde	Turkey	37.333	31.933	Gebel 1984	Early Neolithic	Perkins & Daly 1968	Ovicaprid	1	c(-180202.505014866, 610599.537564198)
200	Tepecik	Turkey	41.468	34.17	Pleiades:845078	Late Neolithic	Boessneck & von den Driesch 1979	Ovicaprid	1	c(32545.1893163311, 1062521.6173896)
201	Tülintepe	Turkey	38.641	39.41	vici:51559	Late Neolithic	Boessneck & von den Driesch 1976b	Ovicaprid	1	c(479717.147370399, 744903.360234628)
179	Umm Dabagiyah	Iraq	35.5	42.5	Kopp & Röllig 1994	Early Neolithic	Bökönyi 1978	Ovicaprid	1	c(766946.285458252, 406199.429251299)
190	Warwasi	Iran	34.4	47.117	Schyle 1992	MP:UP	Turnbull 1975	Ovicaprid	1	c(1196369.62917705, 315750.811028217)
190	Warwasi	Iran	34.4	47.117	Schyle 1992	Epipalaeolithic	Turnbull 1975	Ovicaprid	1	c(1196369.62917705, 315750.811028217)
193	Yarim Tepe	Iraq	36.333	42.167	Kopp & Röllig 1994	Late Neolithic	Bibikova 1980	Ovicaprid	1	c(732224.629385031, 497068.094523492)
195	Zaw-e Chami	Iraq	36.8	44.22	CONTEXT	Protoneolithic	Perkins 1964; Uerpmann 1987	Ovicaprid	1	c(912859.998042341, 559407.444888798)
196	Zendan-e Suleiman	Iran	36	46	Kopp & Röllig 1994	Iron Age	Boessneck 1973	Ovicaprid	1	c(1078911.70771032, 483180.026446393)
10	Ali Tappe	Iran	36.68	53.55	CONTEXT	Epipalaeolithic	Uerpmann & Frey 1981	Ovicaprid	1	c(1742202.84002912, 641361.375128835)
13	Anau	Soviet Union	38.187	58.477	Pleiades	Late Neolithic	Duerst 1908	Ovicaprid	1	c(2140309.79700835, 886199.804364659)
15	Aq Kupruk	Afghanistan	36.083	66.85	Schyle & Uerpmann 1996	Epipalaeolithic	Perkins 1972	Ovicaprid	1	c(2919187.36812208, 845066.066343862)
91	Kamarband, Ghar-e	Iran	36.65	53.28	CONTEXT	Epipalaeolithic	Uerpmann & Frey 1981	Ovicaprid	1	c(1718892.58036483, 634240.898935515)
91	Kamarband, Ghar-e	Iran	36.65	53.28	CONTEXT	Late Neolithic	Uerpmann & Frey 1981	Ovicaprid	1	c(1718892.58036483, 634240.898935515)
150	Shah Tappe	Iran	36	54	Kopp & Röllig 1994	Bronze Age	Amschler 1939	Ovicaprid	1	c(1794314.69075355, 573458.85868876)
151	Shahr-e Sokhta	Iran	30.595	61.326	Pleiades	Bronze Age	Caloi & Compagnoni 1977, 1981; Compagnoni 1980	Ovicaprid	1	c(2582614.20731228, 122956.309626196)
41	Dakhla Oasis	Egypt	25.573	29.062	Pleiades	Late Neolithic	Churcher 1983	Ovicaprid	1	c(-541655.609604295, -675278.741639175)
4	Abu Salim	Israel	30.53	34.52	CONTEXT	Protoneolithic	Butler et al. 1977; Dabis et al. 1982	Ovicaprid	1	c(27846.5390599142, -153271.49530276)
12	Amuq	Turkey	36.268	36.587	Yener 2005	Late Neolithic	Stampfli 1983	Ovicaprid	1	c(231315.09083293, 479779.19246715)
51	Ein Aqev	Israel	30.82	34.82	CONTEXT	Upper Palaeolithic	Tchernov 1976	Ovicaprid	1	c(57498.9553992333, -121836.055987197)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Middle Palaeolithic	Vaufrey 1951; Davis 1980	Ovicaprid	1	c(99053.9896468004, -28735.2618986187)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Upper Palaeolithic	Vaufrey 1951; Davis 1980	Ovicaprid	1	c(99053.9896468004, -28735.2618986187)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951; Davis 1980	Ovicaprid	1	c(99053.9896468004, -28735.2618986187)
80	Hayonim	Israel	32.92	35.22	CONTEXT	Epipalaeolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Ovicaprid	1	c(100758.143309398, 110267.595268908)
80	Hayonim	Israel	32.92	35.22	CONTEXT	Protoneolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Ovicaprid	1	c(100758.143309398, 110267.595268908)
119	Nahal Divshon (D1)	Israel	30.833	34.783	Gebel 1984	Early Neolithic	Tchernov 1976	Ovicaprid	1	c(53990.0331284635, -120303.032279784)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Epipalaeolithic	Ducos 1968; Noy, Legge & Higgs 1973	Ovicaprid	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Protoneolithic	Ducos 1968; Noy, Legge & Higgs 1973	Ovicaprid	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Early Neolithic	Ducos 1968; Noy, Legge & Higgs 1973	Ovicaprid	1	c(76853.2323693437, 88614.9073553353)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Middle Palaeolithic	Bouchud 1969	Ovicaprid	1	c(107744.015442883, 85716.9706848231)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Upper Palaeolithic	Bouchud 1969	Ovicaprid	1	c(107744.015442883, 85716.9706848231)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Epipalaeolithic	Bouchud 1969	Ovicaprid	1	c(107744.015442883, 85716.9706848231)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Upper Palaeolithic	Garrard in Saxon 1976	Ovicaprid	1	c(86990.0718650762, 80614.7482903585)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Epipalaeolithic	Garrard in Saxon 1976	Ovicaprid	1	c(86990.0718650762, 80614.7482903585)
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Epipalaeolithic	Turnbull in press	Ovicaprid	1	c(119386.201792239, -212428.32751184)
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Late Neolithic	Turnbull in press	Ovicaprid	1	c(119386.201792239, -212428.32751184)
144	Rosh Horesha	Israel	30.5	34.58	CONTEXT	Protoneolithic	Butler, Tchernov, Hietala & Davis 1977	Ovicaprid	1	c(33523.5060983803, -156763.476705388)
145	Rosh Zin	Israel	30.85	34.767	Schyle & Uerpmann 1996	Protoneolithic	Tchernov 1976	Ovicaprid	1	c(52505.3866181286, -118376.447129098)
163	Skhul	Israel	32	34.5	Kopp & Röllig 1994	Middle Palaeolithic	Bate 1937	Ovicaprid	1	c(30538.60063779, 9917.36011700606)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Lower Palaeolithic	Bate 1937	Ovicaprid	1	c(98781.2163103981, -41717.8739641996)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Middle Palaeolithic	Bate 1937	Ovicaprid	1	c(98781.2163103981, -41717.8739641996)
173	Tor Abou Sif	Israel	31.567	35.217	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951	Ovicaprid	1	c(97300.5929275356, -39799.3782852608)
178	Umm az-Zaituna (ez-Zoueitina)	Israel	31.567	35.217	Gebel 1984	Epipalaeolithic	Vaufrey 1951	Ovicaprid	1	c(97300.5929275356, -39799.3782852608)
189	Wadi Tubaiq	Egypt	28.5	34	Kopp & Röllig 1994	Early Neolithic	Bar-Yosef 1981	Ovicaprid	1	c(-29648.7850881508, -377426.596051104)
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Lower Palaeolithic	Perkins 1968; Lehmann 1970	Ovicaprid	1	c(235203.417783656, 224534.300716145)
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Upper Palaeolithic	Perkins 1968; Lehmann 1970	Ovicaprid	1	c(235203.417783656, 224534.300716145)
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Epipalaeolithic	Perkins 1968; Lehmann 1970	Ovicaprid	1	c(235203.417783656, 224534.300716145)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Protoneolithic	Moore, Hillman & Legge 1975	Ovicaprid	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Early Neolithic	Moore, Hillman & Legge 1975	Ovicaprid	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Late Neolithic	Moore, Hillman & Legge 1975	Ovicaprid	1	c(394692.703588336, 435521.440033392)
7	Ain Ghazal	Jordan	31.93	35.94	CONTEXT	Early Neolithic	Köhler-Rollefson 1984	Ovicaprid	1	c(166565.422333821, -726.912206819514)
8	Ain Mallaha	Israel	33.13	35.58	CONTEXT	Protoneolithic	Ducos 1968, for Canis see Davis & Valla 1978	Ovicaprid	1	c(134838.049742573, 132901.947768156)
9	Ali Kosh	Iran	32.56	47.32	CONTEXT	Early Neolithic	Hole, Flannery & Neely 1969	Ovicaprid	1	c(1235094.18024837, 114527.236575312)
15	Aq Kupruk	Afghanistan	36.083	66.85	Schyle & Uerpmann 1996	Epipalaeolithic	Perkins 1972	Ovicaprid	1	c(2919187.36812208, 845066.066343862)
18	Asiab	Iran	34.3	47.19	CONTEXT	Protoneolithic	Bökönyi 1977	Ovicaprid	1	c(1204129.0116148, 305366.951274242)
19	Aşıklı Hüyük	Turkey	38.35	34.23	CONTEXT	Early Neolithic	Payne 1985	Ovicaprid	1	c(26829.7353281366, 714932.07074722)
23	Balakot	Pakistan	25.45	66.7	Dales 1974	Late Neolithic	Meadow 1979a	Ovicaprid	1	c(3245840.72247868, -291653.411543074)
23	Balakot	Pakistan	25.45	66.7	Dales 1974	Bronze Age	Meadow 1979a	Ovicaprid	1	c(3245840.72247868, -291653.411543074)
25	Bastam	Iran	38.891	44.894	Pleiades	Iron Age	Krauss 1975	Ovicaprid	1	c(955499.591976215, 795427.891674279)
28	Beidha	Jordan	30.37	35.45	CONTEXT	Early Neolithic	Hecker 1974, 1982	Ovicaprid	1	c(116933.788271583, -173144.152248296)
30	Beldibi	Turkey	36.75	30.533	Schyle & Uerpmann 1996	Epipalaeolithic	Uerpmann 1987	Ovicaprid	1	c(-308514.379108688, 553548.815368521)
37	Çatal Hüyük	Turkey	37.668	32.828	Pleiades	Early Neolithic	Perkins 1969	Ovicaprid	1	c(-99252.4381309696, 643861.280826802)
38	Çayönü Tepesi	Turkey	38.218	39.727	Pleiades	Early Neolithic	Lawrence 1980, 1982; Meadow 1986	Ovicaprid	1	c(508477.312768298, 698485.66909826)
42	Dehsavar	Iran	34.313	47.131	Motarjem pers. comm.	Late Neolithic	Bökönyi 1977	Ovicaprid	1	c(1198585.30749944, 306273.896420686)
44	Demirci Hüyük	Turkey	39.87	30.36	CONTEXT	Bronze Age	Rauh 1981	Ovicaprid	1	c(-299886.313943121, 900720.52145837)
48	Djeitun	Soviet Union	38.3	58.4	Harris 1997	Late Neolithic	Shevchenko 1960	Ovicaprid	1	c(2131095.39278368, 897086.099077295)
50	Douara Cave	Syria	34.65	38.45	Schyle & Uerpmann 1996	Middle Palaeolithic	Payne 1983; Takai 1974	Ovicaprid	1	c(400680.920419774, 300597.231904939)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Upper Palaeolithic	Tchernov 1976	Ovicaprid	1	c(140634.563830146, 96234.1161960032)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Epipalaeolithic	Tchernov 1976	Ovicaprid	1	c(140634.563830146, 96234.1161960032)
53	Ein Mir'i	Israel	33.067	35.45	Schyle & Uerpmann 1996	Epipalaeolithic	Uerpmann 1987	Ovicaprid	1	c(122577.178138777, 126137.369788729)
62	Ganj-e Dare	Iran	34.42	47.57	CONTEXT	Early Neolithic	Hesse 1978, 1982	Ovicaprid	1	c(1237579.87339618, 322079.649616256)
70	Girikihaciyan	Turkey	38.233	39.967	Watson 1990	Late Neolithic	Mcardle 1974	Ovicaprid	1	c(529478.95102614, 700674.292793567)
72	Guran, Tepe	Iran	33.73	47.07	CONTEXT	Early Neolithic	Flannery pers. comm.	Ovicaprid	1	c(1199224.29801424, 241386.873798038)
76	Hajji Firuz	Iran	37.04	45.54	CONTEXT	Late Neolithic	Meadow 1983	Ovicaprid	1	c(1028213.28474937, 594761.418627756)
78	Hassek Hüyük	Turkey	37.698	39.009	vici:42297	Bronze Age	Boessneck & von den Driesch 1981	Ovicaprid	1	c(446462.646661252, 639440.624396683)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Early Neolithic	Buitenhuis pers. comm.; Clason 1985	Ovicaprid	1	c(389054.083250308, 623682.003704047)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Late Neolithic	Buitenhuis pers. comm.; Clason 1985	Ovicaprid	1	c(389054.083250308, 623682.003704047)
83	Hesbon	Jordan	31.75	35.75	Kopp & Röllig 1994	Iron Age	Weiler 1981; Boessneck & von den Driesch 1977, 1978	Ovicaprid	1	c(148269.173084659, -20430.2305081719)
